Date,Account,Account ID,Campaign name,Campaign ID,Ad group name,Ad group ID,Device,Clicks,Cost,Conversions
7/1/2018,Car - Google,1013522257,Car - No/Without (Desktop),1345431339,No/Without - General,54343574579,Computers,6,11.46,0
7/1/2018,Car - Google,1013522257,Car - No/Without (Mobile),1368567516,No/Without - General,53314513383,Mobile devices with full browsers,85,203.73,0
7/1/2018,Car - Google,1013522257,Car - Provisional (Mobile),1368567483,Provisional - General,57474088794,Mobile devices with full browsers,2,2.8,0
7/1/2018,Car - Google,1013522257,Car - SR-22 (Desktop),1345431489,SR-22 - General,53417914989,Computers,1,1.72,0
7/1/2018,Car - Google,1013522257,Car - SR-22 (Mobile),1368304252,SR-22 - General,54704519436,Mobile devices with full browsers,19,16.5,0
7/1/2018,Car - Google,1013522257,Car - Suspended (Desktop),1344834455,Suspended - General,52421189005,Tablets with full browsers,3,7.68,0
7/1/2018,Car - Google,1013522257,Car - Suspended (Mobile),1368304060,Suspended - General,52124406862,Mobile devices with full browsers,5,6.17,0
7/1/2018,Car - Google,1013522257,Car - Teen (Desktop),1345631437,Teen - General,54070647036,Computers,1,1.83,0
7/1/2018,Car - Google,1013522257,Car - Teen (Desktop),1345631437,Teen - General,54070647036,Tablets with full browsers,2,1.82,0
7/1/2018,Car - Google,1013522257,Car - Teen (Mobile),1368304006,Teen - General,58286361287,Mobile devices with full browsers,10,6.34,0
7/1/2018,Car - Google,1013522257,Car - Young (Desktop),1344831305,Young - General,54760263795,Tablets with full browsers,1,1.88,0
7/1/2018,Car - Google,1013522257,Car - Young (Mobile),1368304297,Young - General,57474085914,Mobile devices with full browsers,3,4.91,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Certification,51135973894,Computers,3,0.89,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Certification,51135973894,Tablets with full browsers,5,1.19,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Programs,52303884215,Computers,1,0.16,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Schools,53782156482,Computers,2,1.02,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Training,52521469656,Computers,1,0.59,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Certification,51421952599,Mobile devices with full browsers,3,0.53,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Programs,51640749589,Mobile devices with full browsers,12,2.83,0
7/1/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Training,51640749749,Mobile devices with full browsers,9,4.66,0
7/1/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Academy,52548922705,Mobile devices with full browsers,10,5.23,0
7/1/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Become,51497149605,Mobile devices with full browsers,26,10.47,0
7/1/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Training,51903379646,Mobile devices with full browsers,9,2.94,0
7/1/2018,Edu - Google,3937774822,Edu - CNA (Desktop),1342059989,CNA - Classes,59556591771,Computers,1,0.24,0
7/1/2018,Edu - Google,3937774822,Edu - CNA (Desktop),1342059989,CNA - Classes,59556591771,Tablets with full browsers,1,0.36,0
7/1/2018,Edu - Google,3937774822,Edu - CNA (Mobile),1342059992,CNA - Classes,59556591251,Mobile devices with full browsers,1,0.15,0
7/1/2018,Edu - Google,3937774822,Edu - Caregiver (Desktop),1184604941,Caregiver - Certification,51545868405,Computers,1,0.27,0
7/1/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Certification,56359808587,Mobile devices with full browsers,15,5.99,0
7/1/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Courses,56359709987,Mobile devices with full browsers,4,2.85,0
7/1/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Personal Care Aide,56359809507,Mobile devices with full browsers,1,0.57,0
7/1/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Training,52705462759,Mobile devices with full browsers,28,16.6,0
7/1/2018,Edu - Google,3937774822,Edu - Correctional (Desktop),1054317037,Correctional - Classes,57460432771,Computers,4,1.22,0
7/1/2018,Edu - Google,3937774822,Edu - Correctional (Mobile),1063149598,Correctional - Academy,52294615175,Mobile devices with full browsers,2,0.82,0
7/1/2018,Edu - Google,3937774822,Edu - Correctional (Mobile),1063149598,Correctional - Classes,60628319228,Mobile devices with full browsers,39,24.37,0
7/1/2018,Edu - Google,3937774822,Edu - Correctional (Mobile),1063149598,Correctional - Schools,53781447002,Mobile devices with full browsers,9,6.4,0
7/1/2018,Edu - Google,3937774822,Edu - Correctional (Mobile),1063149598,Correctional - Training,51126075574,Mobile devices with full browsers,37,18.24,0
7/1/2018,Edu - Google,3937774822,Edu - Crime.Scene (Desktop),1356407932,Crime.Scene - Training,53524279199,Computers,1,0.6,0
7/1/2018,Edu - Google,3937774822,Edu - Crime.Scene (Mobile),1377358254,Crime.Scene - College,58603683561,Mobile devices with full browsers,6,4.91,0
7/1/2018,Edu - Google,3937774822,Edu - Crime.Scene (Mobile),1377358254,Crime.Scene - Education,58603683761,Mobile devices with full browsers,5,2.27,0
7/1/2018,Edu - Google,3937774822,Edu - Crime.Scene (Mobile),1377358254,Crime.Scene - Requirement,57575560991,Mobile devices with full browsers,14,9.18,0
7/1/2018,Edu - Google,3937774822,Edu - Crime.Scene (Mobile),1377358254,Crime.Scene - Training,54461007026,Mobile devices with full browsers,48,40.59,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Desktop),1051658561,Dialysis - Certification,54322893991,Computers,3,0.94,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Desktop),1051658561,Dialysis - Certification,54322893991,Tablets with full browsers,1,0.29,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Desktop),1051658561,Dialysis - Classes,53173858018,Computers,1,0.29,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Desktop),1051658561,Dialysis - Programs,55395142681,Tablets with full browsers,1,0.34,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Desktop),1051658561,Dialysis - Schools,54467604667,Computers,1,0.3,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Mobile),1062448461,Dialysis - Certification,52421225432,Mobile devices with full browsers,33,14.9,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Mobile),1062448461,Dialysis - Classes,50221869297,Mobile devices with full browsers,9,2.84,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Mobile),1062448461,Dialysis - Programs,50221869337,Mobile devices with full browsers,17,5.56,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Mobile),1062448461,Dialysis - Schools,51709655226,Mobile devices with full browsers,1,0.56,0
7/1/2018,Edu - Google,3937774822,Edu - Dialysis (Mobile),1062448461,Dialysis - Training,52421225272,Mobile devices with full browsers,41,18.47,0
7/1/2018,Edu - Google,3937774822,Edu - Dispatcher (Desktop),1356474706,Dispatcher - Certification,57173718474,Tablets with full browsers,1,0.39,0
7/1/2018,Edu - Google,3937774822,Edu - Dispatcher (Desktop),1356474706,Dispatcher - Training,54130103957,Computers,2,1.33,0
7/1/2018,Edu - Google,3937774822,Edu - Dispatcher (Mobile),1377257961,Dispatcher - Become,58498663847,Mobile devices with full browsers,65,53.66,0
7/1/2018,Edu - Google,3937774822,Edu - Dispatcher (Mobile),1377257961,Dispatcher - Certification,57686416067,Mobile devices with full browsers,14,13.75,0
7/1/2018,Edu - Google,3937774822,Edu - Dispatcher (Mobile),1377257961,Dispatcher - Courses,58899689030,Mobile devices with full browsers,5,3.75,0
2018-07-01,Edu - Google,3937774822,Edu - Dispatcher (Mobile),1377257961,Dispatcher - Training,57396750600,Mobile devices with full browsers,33,24.99,0
7/1/2018,Edu - Google,3937774822,Edu - EKG (Desktop),1050772258,EKG - Classes,51897638296,Computers,1,0.13,0
7/1/2018,Edu - Google,3937774822,Edu - EKG (Mobile),1061123917,EKG - Certification,52448068536,Mobile devices with full browsers,16,6.11,0
7/1/2018,Edu - Google,3937774822,Edu - EKG (Mobile),1061123917,EKG - Classes,51064697254,Mobile devices with full browsers,22,10.03,0
7/1/2018,Edu - Google,3937774822,Edu - EKG (Mobile),1061123917,EKG - Programs,53706683962,Mobile devices with full browsers,1,0.48,0
7/1/2018,Edu - Google,3937774822,Edu - EKG (Mobile),1061123917,EKG - Schools,54907686714,Mobile devices with full browsers,3,0.77,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Certification,55978426300,Computers,5,1.73,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Certification,55978426300,Tablets with full browsers,2,0.47,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Classes,59556592291,Computers,3,1.08,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Schools,59556592491,Computers,6,2.52,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Schools,59556592491,Tablets with full browsers,1,0.5,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Training,59556592451,Computers,2,0.78,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Desktop),1342059995,EMT - Training,59556592451,Tablets with full browsers,1,0.25,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Mobile),1342059998,EMT - Certification,54733913665,Mobile devices with full browsers,25,3.95,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Mobile),1342059998,EMT - Classes,59556592731,Mobile devices with full browsers,76,10.17,0
7/1/2018,Edu - Google,3937774822,Edu - EMT (Mobile),1342059998,EMT - Training,59556592931,Mobile devices with full browsers,11,1.67,0
7/1/2018,Edu - Google,3937774822,Edu - LPN (Desktop),719679272,LPN - Classes,36835931759,Tablets with full browsers,2,0.39,0
7/1/2018,Edu - Google,3937774822,Edu - LPN (Mobile),241903841,LPN - Classes,18921974201,Mobile devices with full browsers,280,125.58,0
7/1/2018,Edu - Google,3937774822,Edu - LPN (Mobile),241903841,LPN - Programs,18921974801,Mobile devices with full browsers,51,17.22,0
7/1/2018,Edu - Google,3937774822,Edu - LPN (Mobile),241903841,LPN - Schools,18921975281,Mobile devices with full browsers,1,0.31,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Desktop),1353998089,Medical.Assistant - Certification,55040341155,Computers,2,1.74,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Desktop),1353998089,Medical.Assistant - Certification,55040341155,Tablets with full browsers,1,0.94,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Mobile),1377045726,Medical.Assistant - Become,54972949095,Mobile devices with full browsers,4,2.15,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Mobile),1377045726,Medical.Assistant - Certification,58495957607,Mobile devices with full browsers,19,15.72,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Mobile),1377045726,Medical.Assistant - Classes,54972895095,Mobile devices with full browsers,98,91.33,0
7/1/2018,Edu - Google,3937774822,Edu - Medical.Assistant (Mobile),1377045726,Medical.Assistant - Programs,58495052767,Mobile devices with full browsers,1,0.8,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Certification,57010822271,Computers,7,4.67,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Classes,53731704665,Computers,2,0.81,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Classes,53731704665,Tablets with full browsers,2,1.11,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Programs,59993219211,Tablets with full browsers,1,0.44,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Schools,57010823911,Tablets with full browsers,1,0.74,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Desktop),1354032864,Medical/Lab - Training,58059660441,Computers,1,0.58,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Mobile),1377020139,Medical/Lab - Certification,55164511192,Mobile devices with full browsers,30,14.38,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Mobile),1377020139,Medical/Lab - Classes,55164511432,Mobile devices with full browsers,22,8.75,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Mobile),1377020139,Medical/Lab - Programs,55930109718,Mobile devices with full browsers,24,10.85,0
7/1/2018,Edu - Google,3937774822,Edu - Medical/Lab (Mobile),1377020139,Medical/Lab - Training,57570055391,Mobile devices with full browsers,6,1.96,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Desktop),1064542938,Paramedic - Certification,48980069421,Computers,1,0.28,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Desktop),1064542938,Paramedic - Certification,48980069421,Tablets with full browsers,3,0.76,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Mobile),1067545600,Paramedic - Certification,53142391875,Mobile devices with full browsers,4,0.8,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Mobile),1067545600,Paramedic - Classes,56369378150,Mobile devices with full browsers,1,0.35,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Mobile),1067545600,Paramedic - Programs,55187694714,Mobile devices with full browsers,5,0.71,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Mobile),1067545600,Paramedic - Schools,51792467509,Mobile devices with full browsers,15,2.82,0
7/1/2018,Edu - Google,3937774822,Edu - Paramedic (Mobile),1067545600,Paramedic - Training,52148664237,Mobile devices with full browsers,6,1.03,0
7/1/2018,Edu - Google,3937774822,Edu - Parole.Officer (Mobile),1440576603,Parole.Officer - Become,63125211544,Mobile devices with full browsers,13,7.57,0
7/1/2018,Edu - Google,3937774822,Edu - Parole.Officer (Mobile),1440576603,Parole.Officer - Requirements,59147645034,Mobile devices with full browsers,2,1.5,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Desktop),1342060001,Phlebotomy - Certification,59556592251,Computers,2,0.64,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Desktop),1342060001,Phlebotomy - Classes,59556592211,Computers,3,1.87,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Desktop),1342060001,Phlebotomy - Training Test,59556592051,Computers,1,0.7,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Desktop),1342060001,Phlebotomy Training,59556592011,Computers,9,5.54,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Desktop),1342060001,Phlebotomy Training,59556592011,Tablets with full browsers,3,1.92,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Mobile),1342061408,Phlebotomy - Certification,59556591011,Mobile devices with full browsers,231,175.08,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Mobile),1342061408,Phlebotomy - Classes,59556591051,Mobile devices with full browsers,120,85.01,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Mobile),1342061408,Phlebotomy - Programs,59556590811,Mobile devices with full browsers,7,3.82,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Mobile),1342061408,Phlebotomy - Training,59556590771,Mobile devices with full browsers,60,37.37,0
7/1/2018,Edu - Google,3937774822,Edu - Phlebotomy (Mobile),1342061408,Phlebotomy - Training Test,59556590851,Mobile devices with full browsers,109,75.22,0
7/1/2018,Edu - Google,3937774822,Edu - Police (Mobile),234078401,Police - Academy Training,18267022241,Mobile devices with full browsers,804,627.45,0
7/1/2018,Edu - Google,3937774822,Edu - Prison (Mobile),1376729894,Prison - Be/Become,54246792629,Mobile devices with full browsers,56,48.49,0
7/1/2018,Edu - Google,3937774822,Edu - Prison (Mobile),1376729894,Prison - Training,54246791669,Mobile devices with full browsers,7,4.29,0
7/1/2018,Edu - Google,3937774822,Edu - Probation (Mobile),1055442125,Probation - Become,54646502058,Mobile devices with full browsers,89,77.72,0
7/1/2018,Edu - Google,3937774822,Edu - Probation (Mobile),1055442125,Probation - Training,54734555162,Mobile devices with full browsers,17,19.52,0
7/1/2018,Edu - Google,3937774822,Edu - Security (Mobile),232086641,Security - Guard Card Training,18099031241,Mobile devices with full browsers,4,0.93,0
7/1/2018,Edu - Google,3937774822,Edu - Security (Mobile),232086641,Security - Guard Training,18099026681,Mobile devices with full browsers,65,22.24,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Desktop),1184982447,Surgical - Certification,55850980031,Computers,2,0.74,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Desktop),1184982447,Surgical - Certification,55850980031,Tablets with full browsers,2,0.7,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Desktop),1184982447,Surgical - Schools,59942147984,Tablets with full browsers,1,0.23,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Mobile),1331998939,Surgical - Certification,50141565541,Mobile devices with full browsers,8,4.12,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Mobile),1331998939,Surgical - Classes,50141565261,Mobile devices with full browsers,208,145.35,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Mobile),1331998939,Surgical - Programs,61825987668,Mobile devices with full browsers,21,10.76,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Mobile),1331998939,Surgical - Schools,56117443889,Mobile devices with full browsers,23,15.43,0
7/1/2018,Edu - Google,3937774822,Edu - Surgical (Mobile),1331998939,Surgical - Training,61825987428,Mobile devices with full browsers,23,13.92,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Desktop),719700426,Sonography - Programs,40405464947,Computers,4,1.6,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Desktop),719700426,Sonography - Programs,40405464947,Tablets with full browsers,3,0.8,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Desktop),719700426,Ultrasound - Tech School,40250482529,Computers,5,2.8,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Desktop),719700426,Ultrasound - Tech School,40250482529,Tablets with full browsers,2,0.72,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Mobile),234078521,Sonography - Programs,18267022601,Mobile devices with full browsers,133,76.67,0
7/1/2018,Edu - Google,3937774822,Edu - Ultrasound (Mobile),234078521,Ultrasound - Tech School,18267022481,Mobile devices with full browsers,214,119.25,0
7/1/2018,Edu - Google,3937774822,Edu - X-Ray (Desktop),719679314,Radiology - Schools,37779887975,Computers,3,1.51,0
7/1/2018,Edu - Google,3937774822,Edu - X-Ray (Desktop),719679314,Radiology - Schools,37779887975,Tablets with full browsers,5,1.72,0
7/1/2018,Edu - Google,3937774822,Edu - X-Ray (Mobile),234099401,Radiology - Schools,18267130481,Mobile devices with full browsers,259,107.13,0
7/2/2018,Car - Google,1013522257,Car - Auto (Desktop),1345433445,Auto - Cheap,52418525405,Computers,1,2.56,0
7/2/2018,Car - Google,1013522257,Car - Auto (Desktop),1345433445,Auto - Cheap,52418525405,Tablets with full browsers,1,1.67,0
7/2/2018,Car - Google,1013522257,Car - Auto (Mobile),1368304483,Auto - Cheap,57183840600,Mobile devices with full browsers,3,2.22,0
7/2/2018,Car - Google,1013522257,Car - Car (Desktop),1345633801,Car - Online,52418437805,Computers,1,1.86,0
7/2/2018,Car - Google,1013522257,Car - Car (Mobile),1368567597,Car - Cheap,60127486928,Mobile devices with full browsers,1,1.72,0
7/2/2018,Car - Google,1013522257,Car - Car (Mobile),1368567597,Car - Companies,57387447249,Mobile devices with full browsers,3,3.69,0
7/2/2018,Car - Google,1013522257,Car - DUI (Mobile),1368103409,DUI - General,53463727086,Mobile devices with full browsers,9,18.6,0
7/2/2018,Car - Google,1013522257,Car - First (Mobile),1368304015,First - General,54704519996,Mobile devices with full browsers,4,4.51,0
7/2/2018,Car - Google,1013522257,Car - High.Risk (Mobile),1368304462,High.Risk - General,53314513863,Mobile devices with full browsers,4,6.88,0
7/2/2018,Car - Google,1013522257,Car - Learner (Mobile),1368567336,Learner - General,52124404742,Mobile devices with full browsers,1,1.39,0
7/2/2018,Car - Google,1013522257,Car - Liability (Desktop),1345629013,Liability - General,62470773308,Computers,8,20.81,0
7/2/2018,Car - Google,1013522257,Car - Liability (Desktop),1345629013,Liability - General,62470773308,Tablets with full browsers,1,2.9,0
7/2/2018,Car - Google,1013522257,Car - Liability (Mobile),1368103886,Liability - General,53463729046,Mobile devices with full browsers,4,6.41,0
7/2/2018,Car - Google,1013522257,Car - New.Driver (Mobile),1368567519,New.Driver - General,52124404542,Mobile devices with full browsers,1,1.28,0
7/2/2018,Car - Google,1013522257,Car - No/Without (Desktop),1345431339,No/Without - General,54343574579,Computers,1,1.81,0
7/2/2018,Car - Google,1013522257,Car - No/Without (Mobile),1368567516,No/Without - General,53314513383,Mobile devices with full browsers,86,212.21,0
7/2/2018,Car - Google,1013522257,Car - SR-22 (Desktop),1345431489,SR-22 - General,53417914989,Computers,2,2.82,0
7/2/2018,Car - Google,1013522257,Car - SR-22 (Desktop),1345431489,SR-22 - General,53417914989,Tablets with full browsers,2,2.72,0
7/2/2018,Car - Google,1013522257,Car - SR-22 (Mobile),1368304252,SR-22 - General,54704519436,Mobile devices with full browsers,16,13.64,0
7/2/2018,Car - Google,1013522257,Car - Suspended (Desktop),1344834455,Suspended - General,52421189005,Computers,2,4.84,0
7/2/2018,Car - Google,1013522257,Car - Suspended (Mobile),1368304060,Suspended - General,52124406862,Mobile devices with full browsers,5,5.13,0
7/2/2018,Car - Google,1013522257,Car - Teen (Desktop),1345631437,Teen - General,54070647036,Computers,2,2.34,0
7/2/2018,Car - Google,1013522257,Car - Teen (Desktop),1345631437,Teen - General,54070647036,Tablets with full browsers,5,6.45,0
7/2/2018,Car - Google,1013522257,Car - Teen (Mobile),1368304006,Teen - General,58286361287,Mobile devices with full browsers,4,2.65,0
7/2/2018,Car - Google,1013522257,Car - Young (Mobile),1368304297,Young - General,57474085914,Mobile devices with full browsers,5,8.36,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Certification,51135973894,Computers,2,0.55,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Programs,52303884215,Computers,1,0.19,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Desktop),1063399666,Anesthesia - Training,52521469656,Computers,5,2.12,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Certification,51421952599,Mobile devices with full browsers,7,1.07,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Programs,51640749589,Mobile devices with full browsers,7,1.52,0
7/2/2018,Edu - Google,3937774822,Edu - Anesthesia (Mobile),1063906979,Anesthesia - Training,51640749749,Mobile devices with full browsers,10,4.01,0
7/2/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Academy,52548922705,Mobile devices with full browsers,5,2.5,0
7/2/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Become,51497149605,Mobile devices with full browsers,21,9.11,0
7/2/2018,Edu - Google,3937774822,Edu - Border.Patrol (Mobile),1165766800,Border.Patrol - Training,51903379646,Mobile devices with full browsers,4,1.52,0
7/2/2018,Edu - Google,3937774822,Edu - CNA (Desktop),1342059989,CNA - Classes,59556591771,Computers,4,1.22,0
7/2/2018,Edu - Google,3937774822,Edu - CNA (Desktop),1342059989,CNA - Classes,59556591771,Tablets with full browsers,3,1.37,0
7/2/2018,Edu - Google,3937774822,Edu - CNA (Mobile),1342059992,CNA - Classes,59556591251,Mobile devices with full browsers,1,0.11,0
7/2/2018,Edu - Google,3937774822,Edu - CNA (Mobile),1342059992,CNA - Programs,59556591491,Mobile devices with full browsers,3,0.21,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Desktop),1184604941,Caregiver - Certification,51545868405,Computers,1,0.24,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Desktop),1184604941,Caregiver - Certification,51545868405,Tablets with full browsers,1,0.21,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Desktop),1184604941,Caregiver - Personal Care Aide,53434639672,Tablets with full browsers,1,0.09,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Certification,56359808587,Mobile devices with full browsers,20,7.45,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Courses,56359709987,Mobile devices with full browsers,2,1.2,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Personal Care Aide,56359809507,Mobile devices with full browsers,7,2.45,0
7/2/2018,Edu - Google,3937774822,Edu - Caregiver (Mobile),1335385187,Caregiver - Training,52705462759,Mobile devices with full browsers,45,21.94,0
7/2/2018,Edu - Google,3937774822,Edu - Correctional (Desktop),1054317037,Correctional - Classes,57460432771,Computers,2,0.63,0
7/2/2018,Edu - Google,3937774822,Edu - Correctional (Desktop),1054317037,Correctional - Classes,57460432771,Tablets with full browsers,1,0.26,0
7/2/2018,Edu - Google,3937774822,Edu - Correctional (Desktop),1054317037,Correctional - Schools,55514203841,Tablets with full browsers,1,0.18,0
