Date,Account name,Account ID,Campaign name,Campaign ID,Ad group name,Ad group ID,Device type,Keyword,Keyword ID,Bidded match type,Keyword status,Final URL,Final mobile URL,Clicks,Cost,Conversions
2018-10-21,Lif - Bing,146001195,Lif - Life.Insurance (Mobile),335315501,Life Insurance - Best,1223756636772671,Smartphone,+best life.+insurance policy,76484928656739,Broad,Active,https://www.findlifeinsurance.org/,,1,0.04,0
2018-10-21,Lif - Bing,146001195,Lif - Life.Insurance (Mobile),335315501,Life Insurance - Quotes,1207263962524976,Smartphone,+insurance policies,75454136147129,Broad,Active,https://www.findlifeinsurance.org/,,1,0.06,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Desktop),335315489,Senior - Burial,1207263962524944,Tablet,+burial insurance,75454136146493,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.31,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Desktop),335315489,Senior - General,1223756636772623,Tablet,+seniors insurance,76484928656404,Broad,Active,https://www.findlifeinsurance.org/senior/,,2,0.3,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,+burial insurance for +seniors over 70,76416208854444,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.34,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,affordable +burial insurance,76416208854465,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.47,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,burial +life insurance companies,76416208854448,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.4,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,cheap +burial insurance,76416208854460,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.29,0
2018-10-21,Lif - Bing,146001195,Lif - Senior (Mobile),335315499,Senior - Burial,1222657125458798,Smartphone,low cost +burial insurance,76416208854430,Broad,Active,https://www.findlifeinsurance.org/senior/,,1,0.4,0
2018-10-21,Lif - Bing,146001195,Lif - Term (Desktop),335315486,Term - Best,1219358590426667,Computer,+best +term insurance,76210050551231,Broad,Active,https://www.findlifeinsurance.org/term/,,1,0.66,0
2018-10-21,Lif - Bing,146001195,Lif - Term (Desktop),335315486,Term - Cheap,1222657125458718,Tablet,+cheap term +life insurance,76416208854095,Broad,Active,https://www.findlifeinsurance.org/term/,,1,0.36,0
2018-10-21,Lif - Bing,146001195,Lif - Term (Desktop),335315486,Term - Quotes,1220458101731980,Tablet,+term life insurance ratings,76278771251049,Broad,Active,https://www.findlifeinsurance.org/term/,,1,0.89,0
2018-10-21,Lif - Bing,146001195,Lif - Universal (Desktop),335315488,Universal - Index,1221557613674221,Computer,best +index universal +life insurance,76347488784192,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.56,0
2018-10-21,Lif - Bing,146001195,Lif - Universal (Mobile),335315500,Universal - Index,1210562497251859,Smartphone,fixed +index +universal life insurance,75660294695283,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.54,0
2018-10-21,Lif - Bing,146001195,Lif - Universal (Mobile),335315500,Universal - Policy,1209462985460866,Smartphone,+iul insurance calculator,75591575823119,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.18,0
2018-10-21,Lif - Bing,146001195,Lif - Universal (Mobile),335315500,Universal - Policy,1209462985460866,Smartphone,+universal life life insurance,75591575823159,Broad,Active,https://www.findlifeinsurance.org/universal/,,1,0.16,0
2018-10-21,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Computer,+whole of life insurance,76072612060643,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,1,0
2018-10-21,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Computer,cash value +life insurance,76072612060768,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,0.77,0
2018-10-21,Lif - Bing,146001195,Lif - Whole (Desktop),335315487,Whole - Quotes,1217159567001529,Tablet,+whole life insurance,76072612060751,Broad,Active,https://www.findlifeinsurance.org/whole/,,1,0.89,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Programs,1211661993721124,Computer,+anesthesiologist assistant programs,75729007128953,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.19,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Programs,1211661993721124,Tablet,+anaesthesia assistant +programs,75729007128926,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.25,2
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Schools,1212761505036469,Computer,+anesthesiologist +schooling,75797726450731,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.2,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Desktop),335264301,Anesthesia - Schools,1212761505036469,Computer,+anesthesiology technician +schools,75797726450598,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.13,1
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,nurse +anesthetist +programs,75866446223745,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.18,2
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Programs,1213861016795830,Smartphone,top +anesthesia +programs,75866446223716,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.09,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Schools,1214960528267591,Smartphone,+anesthesia colleges,75935165482138,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.1,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Schools,1214960528267591,Smartphone,+anesthesiologist assistant to +anesthesiologist,75935165482247,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.43,0
2018-10-21,Edu - Bing,146000596,Edu - Anesthesia (Mobile),335264302,Anesthesia - Schools,1214960528267591,Smartphone,+anesthesiologist colleges,75935165482205,Broad,Active,https://my.medical-classes.org/anesthesia,,1,0.11,0
2018-10-21,Edu - Bing,146000596,Edu - CNA (Mobile),335264313,CNA - Classes,1211661993721156,Smartphone,certified +nurse,75729007129206,Broad,Active,https://i.findcnaclasses.org/,,1,0.04,0
2018-10-21,Edu - Bing,146000596,Edu - CNA (Mobile),335264313,CNA - Info,1214960528267655,Smartphone,+cna classes online for free,75935165482627,Broad,Active,https://i.findcnaclasses.org/,,1,0.1,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Computer,+caregiver +certification +online,76003884924091,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.11,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Computer,+caregiver classes +online,76003884924110,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.07,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Certification,1216060039924392,Computer,+caregiver education requirements,76003884924084,Broad,Active,https://my.medical-classes.org/caregiver/,,3,0.45,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Courses,1214960528267559,Computer,+caregiver +course +online,75935165481901,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.23,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Courses,1214960528267559,Computer,+caretaker training courses,75935165481916,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.16,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Training,1217159551712569,Computer,+caregiver +training school,76072604761841,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.1,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Desktop),335264307,Caregiver - Training,1217159551712569,Computer,+caregiver training,76072604761824,Broad,Active,https://my.medical-classes.org/caregiver/,,3,0.51,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Certification,1216060039924424,Smartphone,+caregiver classes near me,76003884924182,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.22,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Certification,1216060039924424,Smartphone,+caregiver education requirements,76003884924194,Broad,Active,https://my.medical-classes.org/caregiver/,,2,0.6,0
2018-10-21,Edu - Bing,146000596,Edu - Caregiver (Mobile),335264310,Caregiver - Certification,1216060039924424,Smartphone,how to become a +caregiver,76003884924201,Broad,Active,https://my.medical-classes.org/caregiver/,,1,0.15,0
2018-10-21,Edu - Bing,146000596,Edu - Correctional (Desktop),335264295,Correctional - Classes,1223756621483439,Computer,answers to the +correctional officer test,76484921341828,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,2,0.87,0
2018-10-21,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Academy,1221557598383581,Smartphone,apply for +correctional officer jobs,76347481316036,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.54,0
2018-10-21,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Training,1207263947235440,Smartphone,+correctional officer job posting,75454128809612,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.62,0
2018-10-21,Edu - Bing,146000596,Edu - Correctional (Mobile),335264300,Correctional - Training,1207263947235440,Smartphone,+corrections practice test,75454128809605,Broad,Active,https://my.criminaljusticepursuit.com/correctional,,1,0.2,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Computer,+dialysis technician jobs near me,76003884923978,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.32,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Computer,+hemodialysis technician,76003884923920,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.16,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Classes,1216060039924360,Tablet,+dialysis technician jobs in hospitals,76003884923987,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.2,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Desktop),335264293,Dialysis - Programs,1214960528267527,Computer,+dialysis +training +program,75935165481646,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.08,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Mobile),335264299,Dialysis - Classes,1207263947235408,Smartphone,+dialysis tech classes,75454128809370,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.09,1
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Mobile),335264299,Dialysis - Classes,1207263947235408,Smartphone,+dialysis technician requirements,75454128809331,Broad,Active,https://my.medical-classes.org/dialysis/,,2,0.44,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Mobile),335264299,Dialysis - Classes,1207263947235408,Smartphone,pct +dialysis,75454128809385,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.21,0
2018-10-21,Edu - Bing,146000596,Edu - Dialysis (Mobile),335264299,Dialysis - Programs,1208363458705297,Smartphone,+hemodialysis technician program,75522848412762,Broad,Active,https://my.medical-classes.org/dialysis/,,1,0.24,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Classes,1214960528267511,Computer,+ekg classes near me,75935165481446,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.06,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Classes,1214960528267511,Computer,+ekg state practice test,75935165481452,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.21,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Classes,1214960528267511,Computer,+ekg technician associate degree,75935165481500,Broad,Active,https://my.medical-classes.org/ekg/,,4,1.25,2
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Classes,1214960528267511,Computer,become an +ekg technician +online,75935165481539,Broad,Active,https://my.medical-classes.org/ekg/,,2,0.57,1
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Classes,1214960528267511,Tablet,accredited online +ekg courses,75935165481458,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.08,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Desktop),335264292,EKG - Programs,1217159551712473,Tablet,+ekg certification program,76072604761251,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.17,1
2018-10-21,Edu - Bing,146000596,Edu - EKG (Mobile),335264297,EKG - Certification,1216060039924440,Smartphone,+ekg +certification,76003884924236,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.21,1
2018-10-21,Edu - Bing,146000596,Edu - EKG (Mobile),335264297,EKG - Certification,1216060039924440,Smartphone,+ekg certification practice test,76003884924268,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.22,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Mobile),335264297,EKG - Certification,1216060039924440,Smartphone,national +ekg technician certification exam,76003884924305,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.2,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Mobile),335264297,EKG - Classes,1214960528267639,Smartphone,+ekg certification online classes,75935165482486,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.25,0
2018-10-21,Edu - Bing,146000596,Edu - EKG (Mobile),335264297,EKG - Classes,1214960528267639,Smartphone,+ekg learning,75935165482475,Broad,Active,https://my.medical-classes.org/ekg/,,1,0.25,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,+emt +Classes,75729007129650,Broad,Active,https://my.medical-classes.org/emt/,,2,0.79,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,+emt +Classes +Online,75729007129649,Broad,Active,https://my.medical-classes.org/emt/,,3,2.22,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,+emt Classes +in,75729007129655,Broad,Active,https://my.medical-classes.org/emt/,,1,0.25,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,+emt Classes Near,75729007129648,Broad,Active,https://my.medical-classes.org/emt/,,4,1.97,3
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,+emt Classes Online,75729007129647,Broad,Active,https://my.medical-classes.org/emt/,,2,0.61,3
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Computer,emt Classes,75729007129651,Exact,Active,https://my.medical-classes.org/emt/,,2,0.86,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Tablet,+emt +Classes,75729007129650,Broad,Active,https://my.medical-classes.org/emt/,,1,0.24,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Classes,1211661993721204,Tablet,+emt Classes +in,75729007129655,Broad,Active,https://my.medical-classes.org/emt/,,1,0.35,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Programs,1210562481964963,Computer,+emt +Programs +in,75660287418765,Broad,Active,https://my.medical-classes.org/emt/,,1,0.3,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Programs,1210562481964963,Computer,+emt +Programs Near,75660287418761,Broad,Active,https://my.medical-classes.org/emt/,,7,3.61,6
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Programs,1210562481964963,Computer,+emt Programs,75660287418757,Broad,Active,https://my.medical-classes.org/emt/,,1,0.29,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Programs,1210562481964963,Computer,+emt Programs Near,75660287418760,Broad,Active,https://my.medical-classes.org/emt/,,1,0.35,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Schools,1212761505036533,Computer,+emt +Schools Near,75797726450822,Broad,Active,https://my.medical-classes.org/emt/,,1,0.5,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Schools,1212761505036533,Computer,+emt Schools Online,75797726450816,Broad,Active,https://my.medical-classes.org/emt/,,1,0.45,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Schools,1212761505036533,Computer,emt Schools,75797726450823,Exact,Active,https://my.medical-classes.org/emt/,,2,1.36,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Training,1209462970173186,Computer,+emt +Training,75591568390607,Broad,Active,https://my.medical-classes.org/emt/,,2,0.43,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Training,1209462970173186,Computer,+emt +Training +Online,75591568390603,Broad,Active,https://my.medical-classes.org/emt/,,2,1.56,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Training,1209462970173186,Computer,+emt +Training +in,75591568390605,Broad,Active,https://my.medical-classes.org/emt/,,4,1.19,3
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Training,1209462970173186,Computer,+emt Training Online,75591568390601,Broad,Active,https://my.medical-classes.org/emt/,,1,0.32,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Desktop),335264314,EMT - Training,1209462970173186,Computer,emt Training,75591568390600,Exact,Active,https://my.medical-classes.org/emt/,,4,1.2,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,+emt Classes Online,75522848413004,Broad,Active,https://my.medical-classes.org/emt/,,2,0.16,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,cost of emt school,75522848413008,Broad,Active,https://my.medical-classes.org/emt/,,1,0.04,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,emt Classes,75522848413102,Exact,Active,https://my.medical-classes.org/emt/,,2,0.17,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,emt certification near me,75522848413069,Broad,Active,https://my.medical-classes.org/emt/,,1,0.05,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,emt paramedic school online,75522848412978,Broad,Active,https://my.medical-classes.org/emt/,,2,0.2,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Classes,1208363458705361,Smartphone,emt training program,75522848413040,Broad,Active,https://my.medical-classes.org/emt/,,1,0.05,0
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Programs,1207263947235456,Smartphone,+emt +Programs +in,75454128809691,Broad,Active,https://my.medical-classes.org/emt/,,2,0.2,1
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Schools,1209462970173154,Smartphone,emt Schools,75591568390582,Exact,Active,https://my.medical-classes.org/emt/,,2,0.26,2
2018-10-21,Edu - Bing,146000596,Edu - EMT (Mobile),335264315,EMT - Training,1210562481964931,Smartphone,emt Training,75660287418667,Exact,Active,https://my.medical-classes.org/emt/,,1,0.07,0
2018-10-21,Edu - Bing,146000596,Edu - LPN (Desktop),335264289,LPN - Classes,1217159551712489,Computer,+LPN,76072604761295,Broad,Active,https://my.medical-classes.org/lpn,,1,0.14,0
2018-10-21,Edu - Bing,146000596,Edu - Paramedic (Desktop),335264303,Paramedic - Programs,1209462970173122,Computer,what schools offer +paramedic +programs,75591568390525,Broad,Active,https://my.medical-classes.org/paramedic,,1,0.07,0
2018-10-21,Edu - Bing,146000596,Edu - Paramedic (Desktop),335264303,Paramedic - Schools,1208363458705313,Computer,+paramedic school,75522848412807,Broad,Active,https://my.medical-classes.org/paramedic,,1,0.06,0
2018-10-21,Edu - Bing,146000596,Edu - Paramedic (Desktop),335264303,Paramedic - Training,1210562481964883,Computer,where can i +train for +paramedic,75660287418452,Broad,Active,https://my.medical-classes.org/paramedic,,1,0.11,0
2018-10-21,Edu - Bing,146000596,Edu - Paramedic (Mobile),335264304,Paramedic - Certification,1211661993721140,Smartphone,colleges for emt and +paramedics,75729007128996,Broad,Active,https://my.medical-classes.org/paramedic,,1,0.31,0
2018-10-21,Edu - Bing,146000596,Edu - Paramedic (Mobile),335264304,Paramedic - Programs,1212761505036485,Smartphone,+paramedic programs,75797726450764,Broad,Active,https://my.medical-classes.org/paramedic,,1,0.19,1
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Desktop),335264316,Phlebotomy - Certification,1210562481964947,Computer,+Phlebotomy Certification Online,75660287418716,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.05,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Desktop),335264316,Phlebotomy - Certification,1210562481964947,Computer,certified +phlebotomy technician,75660287418737,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.06,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Desktop),335264316,Phlebotomy - Classes,1209462970173202,Computer,Phlebotomy Classes,75591568390611,Exact,Active,https://my.medical-classes.org/phlebotomy/,,1,0.13,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Certification,1211661993721172,Smartphone,Phlebotomy Certification,75729007129589,Exact,Active,https://my.medical-classes.org/phlebotomy/,,1,0.44,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Certification,1211661993721172,Smartphone,online +phlebotomy certificate programs,75729007129520,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.65,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Classes,1212761505036517,Smartphone,+Phlebotomy Classes,75797726450787,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.65,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Classes,1212761505036517,Smartphone,+phlebotomy information,75797726450790,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.48,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Classes,1212761505036517,Smartphone,learn +phlebotomy,75797726450796,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.63,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Programs,1209462970173138,Smartphone,+Phlebotomy +Programs,75591568390564,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.73,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Programs,1209462970173138,Smartphone,certification for +phlebotomist,75591568390570,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.32,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,+phlebotomy and ekg training,75660287418616,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.89,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,local +phlebotomy training,75660287418572,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.88,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,training for +phlebotomy,75660287418642,Broad,Active,https://my.medical-classes.org/phlebotomy/,,2,0.42,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,weekend +phlebotomy certification,75660287418559,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.62,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,what +phlebotomy,75660287418576,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.53,0
2018-10-21,Edu - Bing,146000596,Edu - Phlebotomy (Mobile),335264317,Phlebotomy - Training Test,1210562481964915,Smartphone,where can i get +phlebotomy training,75660287418619,Broad,Active,https://my.medical-classes.org/phlebotomy/,,1,0.62,0
